Node1,Node2,Relationship
GO:0010348,GO:0051139,Sibling (兄弟节点)
GO:2000807,GO:0032879,Uncle：1/Nephew (叔侄节点)
GO:0097383,GO:0017110,Uncle/Nephew：1 (叔侄节点)
GO:1900930,GO:0034763,Uncle：1/Nephew (叔侄节点)
GO:0036249,GO:0098655,Uncle/Nephew：1 (叔侄节点)
GO:0089713,GO:0005667,Sibling (兄弟节点)
GO:0110067,GO:1902495,Uncle：1/Nephew (叔侄节点)
GO:0010513,GO:0031328,Uncle：1/Nephew (叔侄节点)
GO:0015294,GO:0008324,Uncle/Nephew：1 (叔侄节点)
GO:1900601,GO:0046395,Sibling (兄弟节点)
GO:1901150,GO:0030647,Sibling (兄弟节点)
GO:0046306,GO:0016054,Sibling (兄弟节点)
GO:1905144,GO:0010243,Sibling (兄弟节点)
GO:0070778,GO:0015810,Sibling (兄弟节点)
GO:0000744,GO:0022414,No Specific Relationship
GO:0009535,GO:0031968,Uncle：1/Nephew (叔侄节点)
GO:0046679,GO:1902074,Uncle/Nephew：1 (叔侄节点)
GO:0070550,GO:0030261,Sibling (兄弟节点)
GO:0035865,GO:1901701,Uncle：1/Nephew (叔侄节点)
GO:0039573,GO:0019049,Uncle：1/Nephew (叔侄节点)
GO:0002759,GO:0031347,Uncle/Nephew：1 (叔侄节点)
GO:0051697,GO:0036211,Uncle：1/Nephew (叔侄节点)
GO:0032805,GO:0045732,Uncle/Nephew：1 (叔侄节点)
GO:0015894,GO:0015695,Uncle/Nephew：1 (叔侄节点)
GO:0015454,GO:0022853,Uncle/Nephew：1 (叔侄节点)
GO:0002179,GO:0002178,Uncle：1/Nephew (叔侄节点)
GO:1901010,GO:0046483,Uncle：1/Nephew (叔侄节点)
GO:0030644,GO:0030002,Uncle：1/Nephew (叔侄节点)
GO:0015315,GO:0005452,Uncle/Nephew：1 (叔侄节点)
GO:0062158,GO:0015078,Uncle/Nephew：1 (叔侄节点)
GO:0010216,GO:0045814,No Specific Relationship
GO:0002629,GO:0031330,Uncle：1/Nephew (叔侄节点)
GO:0080058,GO:0036211,Uncle：1/Nephew (叔侄节点)
GO:0097089,GO:0006631,Uncle/Nephew：1 (叔侄节点)
GO:1990760,GO:0022890,Uncle：1/Nephew (叔侄节点)
GO:0140052,GO:0071404,Sibling (兄弟节点)
GO:1904916,GO:0089707,Sibling (兄弟节点)
GO:0015607,GO:0008514,Uncle/Nephew：1 (叔侄节点)
GO:0046439,GO:0006575,Uncle：1/Nephew (叔侄节点)
GO:0055070,GO:0055080,Uncle：1/Nephew (叔侄节点)
GO:0045815,GO:0006338,No Specific Relationship
GO:0010316,GO:1902494,Sibling (兄弟节点)
GO:0034431,GO:0016462,Uncle：1/Nephew (叔侄节点)
GO:0005839,GO:1902494,Sibling (兄弟节点)
GO:0015101,GO:0022857,Uncle：1/Nephew (叔侄节点)
GO:0071093,GO:1902494,Uncle：1/Nephew (叔侄节点)
GO:1905131,GO:0015101,Uncle/Nephew：1 (叔侄节点)
GO:0009082,GO:0046394,Sibling (兄弟节点)
GO:0005371,GO:0046943,Uncle：1/Nephew (叔侄节点)
GO:0015217,GO:1901702,Uncle：1/Nephew (叔侄节点)
GO:1903135,GO:1901681,Uncle：1/Nephew (叔侄节点)
GO:0031422,GO:1902494,Sibling (兄弟节点)
GO:1902485,GO:0072341,Uncle/Nephew：1 (叔侄节点)
GO:0046944,GO:0036211,Uncle：1/Nephew (叔侄节点)
GO:0035830,GO:1901360,Uncle：1/Nephew (叔侄节点)
GO:1905795,GO:1902075,Uncle/Nephew：1 (叔侄节点)
GO:0034122,GO:0002683,Uncle：1/Nephew (叔侄节点)
GO:0008212,GO:0042445,Uncle：1/Nephew (叔侄节点)
GO:0004153,GO:0016814,Uncle/Nephew：1 (叔侄节点)
GO:0032299,GO:1902494,Uncle/Nephew：1 (叔侄节点)
GO:0034147,GO:0062207,Uncle：1/Nephew (叔侄节点)
GO:0007174,GO:0030163,Uncle：1/Nephew (叔侄节点)
GO:0001775,GO:0032501,Uncle/Nephew：1 (叔侄节点)
GO:0016929,GO:0008234,Uncle：1/Nephew (叔侄节点)
GO:0015240,GO:0015101,Uncle/Nephew：1 (叔侄节点)
GO:0032880,GO:0060341,Sibling (兄弟节点)
GO:0140703,GO:0140702,Sibling (兄弟节点)
GO:1902859,GO:0036115,Sibling (兄弟节点)
GO:0015308,GO:0015297,Uncle：1/Nephew (叔侄节点)
GO:0009616,GO:0035194,Sibling (兄弟节点)
GO:0071363,GO:0071495,Uncle：1/Nephew (叔侄节点)
GO:0072338,GO:1901564,Uncle/Nephew：1 (叔侄节点)
GO:1903707,GO:0010721,Uncle/Nephew：1 (叔侄节点)
GO:0015311,GO:0022853,Uncle/Nephew：1 (叔侄节点)
GO:0090625,GO:0061157,Uncle：1/Nephew (叔侄节点)
GO:0070909,GO:1901702,Uncle：1/Nephew (叔侄节点)
GO:0097079,GO:1901702,Uncle：1/Nephew (叔侄节点)
GO:0009071,GO:0009063,Uncle/Nephew：1 (叔侄节点)
GO:1902618,GO:1902075,Sibling (兄弟节点)
GO:0019544,GO:0043605,Uncle：1/Nephew (叔侄节点)
GO:0034657,GO:0000151,Sibling (兄弟节点)
GO:0008518,GO:0022853,Uncle：1/Nephew (叔侄节点)
GO:0140407,GO:0015078,Uncle：1/Nephew (叔侄节点)
GO:1905012,GO:1900371,Sibling (兄弟节点)
GO:1901646,GO:0050680,Sibling (兄弟节点)
GO:0019557,GO:0043605,Uncle：1/Nephew (叔侄节点)
GO:1905409,GO:0032411,Uncle：1/Nephew (叔侄节点)
GO:0030261,GO:0051276,Uncle：1/Nephew (叔侄节点)
GO:0072669,GO:1902494,Uncle/Nephew：1 (叔侄节点)
GO:1903828,GO:0048523,Sibling (兄弟节点)
GO:1905408,GO:0032410,Uncle：1/Nephew (叔侄节点)
GO:0072753,GO:0070887,Uncle：1/Nephew (叔侄节点)
GO:0140724,GO:1902932,Uncle：1/Nephew (叔侄节点)
GO:0019521,GO:0009311,Uncle：1/Nephew (叔侄节点)
GO:0019472,GO:0018130,Uncle：1/Nephew (叔侄节点)
GO:0010509,GO:0055082,Sibling (兄弟节点)
GO:0043682,GO:1901702,Uncle：1/Nephew (叔侄节点)
GO:0000254,GO:0016716,Uncle/Nephew：1 (叔侄节点)
GO:0009695,GO:0042759,Uncle/Nephew：1 (叔侄节点)
GO:1900339,GO:0051171,Uncle：1/Nephew (叔侄节点)
GO:0043686,GO:0036211,Uncle：1/Nephew (叔侄节点)
GO:1902084,GO:0019752,Uncle/Nephew：1 (叔侄节点)
GO:0061108,GO:0003006,Uncle：1/Nephew (叔侄节点)
GO:0015152,GO:0015119,Uncle/Nephew：1 (叔侄节点)
GO:0061459,GO:0072349,Uncle：1/Nephew (叔侄节点)
GO:0061838,GO:0140513,Sibling (兄弟节点)
GO:0034161,GO:0062208,Uncle：1/Nephew (叔侄节点)
GO:1900813,GO:0019752,Uncle/Nephew：1 (叔侄节点)
GO:0150102,GO:0002695,Sibling (兄弟节点)
GO:0010315,GO:0140115,Uncle：1/Nephew (叔侄节点)
GO:0006576,GO:0009308,Uncle：1/Nephew (叔侄节点)
GO:0045239,GO:1902494,Sibling (兄弟节点)
GO:0006497,GO:0036211,Uncle：1/Nephew (叔侄节点)
GO:0039634,GO:0001907,Uncle：1/Nephew (叔侄节点)
GO:0039521,GO:0019054,Uncle：1/Nephew (叔侄节点)
GO:0050795,GO:0051239,Sibling (兄弟节点)
GO:0120001,GO:0098590,Uncle：1/Nephew (叔侄节点)
GO:0055078,GO:0055080,Uncle：1/Nephew (叔侄节点)
GO:0097539,GO:0140535,Sibling (兄弟节点)
GO:0039529,GO:0002753,Uncle：1/Nephew (叔侄节点)
GO:1905407,GO:0022898,Uncle：1/Nephew (叔侄节点)
GO:1902085,GO:0046395,Sibling (兄弟节点)
GO:0031162,GO:0036211,Uncle：1/Nephew (叔侄节点)
GO:0106379,GO:0047429,Uncle/Nephew：1 (叔侄节点)
GO:0061797,GO:0022839,Sibling (兄弟节点)
GO:0071311,GO:1902075,Uncle/Nephew：1 (叔侄节点)
GO:1905130,GO:0015695,Uncle/Nephew：1 (叔侄节点)
GO:0070873,GO:0010675,Uncle/Nephew：1 (叔侄节点)
GO:0075032,GO:0051093,Uncle：1/Nephew (叔侄节点)
GO:0071057,GO:1902494,Uncle：1/Nephew (叔侄节点)
GO:1905243,GO:1902075,Uncle：1/Nephew (叔侄节点)
GO:0051985,GO:0010948,Uncle/Nephew：1 (叔侄节点)
GO:0002037,GO:0034763,Uncle：1/Nephew (叔侄节点)
GO:0001541,GO:0048856,Uncle：1/Nephew (叔侄节点)
GO:0008381,GO:0022839,Sibling (兄弟节点)
GO:0035831,GO:1901362,Uncle：1/Nephew (叔侄节点)
GO:0031413,GO:0065007,Grandparent-Grandchild (爷孙节点)
GO:1900569,GO:0018130,Uncle/Nephew：1 (叔侄节点)
GO:2000258,GO:1903318,Sibling (兄弟节点)
GO:0034497,GO:0008104,Uncle：1/Nephew (叔侄节点)
GO:0050254,GO:0004703,Uncle/Nephew：1 (叔侄节点)
GO:0097738,GO:0003006,Uncle/Nephew：1 (叔侄节点)
GO:2000632,GO:1903799,Sibling (兄弟节点)
GO:0015745,GO:0072348,Uncle：1/Nephew (叔侄节点)
GO:0055078,GO:0098771,Uncle：1/Nephew (叔侄节点)
GO:0015843,GO:0015695,Sibling (兄弟节点)
GO:1905828,GO:0050994,Sibling (兄弟节点)
GO:0043143,GO:0008104,Uncle：1/Nephew (叔侄节点)
GO:0098654,GO:0140513,Sibling (兄弟节点)
GO:0005308,GO:0046943,Uncle/Nephew：1 (叔侄节点)
GO:0004810,GO:0140101,No Specific Relationship
GO:0006751,GO:1901575,Uncle：1/Nephew (叔侄节点)
GO:0001541,GO:0003006,Uncle：1/Nephew (叔侄节点)
GO:1990131,GO:1905360,Uncle/Nephew：1 (叔侄节点)
GO:0033198,GO:1902074,Uncle/Nephew：1 (叔侄节点)
GO:0006885,GO:0055080,Uncle：1/Nephew (叔侄节点)
GO:0010034,GO:1901698,Uncle/Nephew：1 (叔侄节点)
GO:0015498,GO:0046943,Uncle/Nephew：1 (叔侄节点)
GO:0071835,GO:0022414,No Specific Relationship
GO:0072357,GO:0000164,Sibling (兄弟节点)
GO:0034167,GO:0062207,Uncle：1/Nephew (叔侄节点)
GO:0070773,GO:0140096,Uncle：1/Nephew (叔侄节点)
GO:1902439,GO:1902075,Uncle/Nephew：1 (叔侄节点)
GO:1903253,GO:1901607,Uncle/Nephew：1 (叔侄节点)
GO:0061060,GO:0002683,Uncle：1/Nephew (叔侄节点)
GO:0034251,GO:0009894,Uncle：1/Nephew (叔侄节点)
GO:0015308,GO:0022853,Uncle：1/Nephew (叔侄节点)
GO:0019500,GO:1901565,Sibling (兄弟节点)
GO:0034744,GO:1905360,Uncle/Nephew：1 (叔侄节点)
GO:2000635,GO:1903799,Sibling (兄弟节点)
GO:1901389,GO:0023057,Uncle：1/Nephew (叔侄节点)
GO:0019730,GO:0098542,Sibling (兄弟节点)
GO:0043687,GO:0036211,Uncle：1/Nephew (叔侄节点)
GO:1902463,GO:0008104,Uncle：1/Nephew (叔侄节点)
GO:0032449,GO:0140535,Sibling (兄弟节点)
GO:0005469,GO:0015297,Uncle：1/Nephew (叔侄节点)
GO:0042858,GO:0046394,Sibling (兄弟节点)
GO:0010226,GO:1901700,Uncle：1/Nephew (叔侄节点)
GO:1990600,GO:0140656,Sibling (兄弟节点)
GO:0015795,GO:0034219,Sibling (兄弟节点)
GO:2001304,GO:0001676,Uncle/Nephew：1 (叔侄节点)
GO:0003920,GO:0046857,Uncle：1/Nephew (叔侄节点)
